parish,office,district,party,candidate,votes
Lafayette,State Senate,24th Senatorial District,D,"Donald ""Don"" Cravins, Jr.",9915
Lafayette,State Senate,24th Senatorial District,N,Bradford Jackson,1439
Lafayette,State Senate,24th Senatorial District,D,"Gabriel Lewis, Jr.",914
St. Landry,State Senate,24th Senatorial District,D,"Donald ""Don"" Cravins, Jr.",16078
St. Landry,State Senate,24th Senatorial District,N,Bradford Jackson,4357
St. Landry,State Senate,24th Senatorial District,D,"Gabriel Lewis, Jr.",2267
Acadia,State Senate,25th Senatorial District,R,Mark Abraham,1913
Acadia,State Senate,25th Senatorial District,R,"Dan ""Blade"" Morrish",1456
Acadia,State Senate,25th Senatorial District,D,"""Gil"" Pinac",6153
Calcasieu,State Senate,25th Senatorial District,R,Mark Abraham,5852
Calcasieu,State Senate,25th Senatorial District,R,"Dan ""Blade"" Morrish",3121
Calcasieu,State Senate,25th Senatorial District,D,"""Gil"" Pinac",3040
Cameron,State Senate,25th Senatorial District,R,Mark Abraham,838
Cameron,State Senate,25th Senatorial District,R,"Dan ""Blade"" Morrish",1075
Cameron,State Senate,25th Senatorial District,D,"""Gil"" Pinac",1609
Jefferson Davis,State Senate,25th Senatorial District,R,Mark Abraham,1691
Jefferson Davis,State Senate,25th Senatorial District,R,"Dan ""Blade"" Morrish",5493
Jefferson Davis,State Senate,25th Senatorial District,D,"""Gil"" Pinac",2635
Acadia,State Senate,26th Senatorial District,D,"""Mickey"" Frith",1741
Acadia,State Senate,26th Senatorial District,D,"""Nick"" Gautreaux",7257
Lafayette,State Senate,26th Senatorial District,D,"""Mickey"" Frith",1223
Lafayette,State Senate,26th Senatorial District,D,"""Nick"" Gautreaux",5120
St. Landry,State Senate,26th Senatorial District,D,"""Mickey"" Frith",392
St. Landry,State Senate,26th Senatorial District,D,"""Nick"" Gautreaux",1498
Vermilion,State Senate,26th Senatorial District,D,"""Mickey"" Frith",5296
Vermilion,State Senate,26th Senatorial District,D,"""Nick"" Gautreaux",14584
Allen,State Senate,28th Senatorial District,D,"""Bill"" Belt",2019
Allen,State Senate,28th Senatorial District,D,Eric LaFleur,3179
Allen,State Senate,28th Senatorial District,D,Donald Newton,2158
Avoyelles,State Senate,28th Senatorial District,D,"""Bill"" Belt",4013
Avoyelles,State Senate,28th Senatorial District,D,Eric LaFleur,4395
Avoyelles,State Senate,28th Senatorial District,D,Donald Newton,5186
Evangeline,State Senate,28th Senatorial District,D,"""Bill"" Belt",1108
Evangeline,State Senate,28th Senatorial District,D,Eric LaFleur,7536
Evangeline,State Senate,28th Senatorial District,D,Donald Newton,2790
St. Landry,State Senate,28th Senatorial District,D,"""Bill"" Belt",592
St. Landry,State Senate,28th Senatorial District,D,Eric LaFleur,4257
St. Landry,State Senate,28th Senatorial District,D,Donald Newton,1823
Rapides,State Senate,29th Senatorial District,D,Jerry M. Guillory,9419
Rapides,State Senate,29th Senatorial District,D,"""Joe"" McPherson",20793
Beauregard,State Senate,30th Senatorial District,D,"""Terry"" Fowler",2981
Beauregard,State Senate,30th Senatorial District,D,"Claude ""Buddy"" Leach, Jr.",3468
Beauregard,State Senate,30th Senatorial District,D,John Smith,3236
Calcasieu,State Senate,30th Senatorial District,D,"""Terry"" Fowler",2378
Calcasieu,State Senate,30th Senatorial District,D,"Claude ""Buddy"" Leach, Jr.",2579
Calcasieu,State Senate,30th Senatorial District,D,John Smith,922
Vernon,State Senate,30th Senatorial District,D,"""Terry"" Fowler",1133
Vernon,State Senate,30th Senatorial District,D,"Claude ""Buddy"" Leach, Jr.",4172
Vernon,State Senate,30th Senatorial District,D,John Smith,5069
Grant,State Senate,31st Senatorial District,R,Gerald Long,3894
Grant,State Senate,31st Senatorial District,D,Thomas Taylor Townsend,2559
Natchitoches,State Senate,31st Senatorial District,R,Gerald Long,5672
Natchitoches,State Senate,31st Senatorial District,D,Thomas Taylor Townsend,7335
Rapides,State Senate,31st Senatorial District,R,Gerald Long,2482
Rapides,State Senate,31st Senatorial District,D,Thomas Taylor Townsend,1171
Red River,State Senate,31st Senatorial District,R,Gerald Long,1191
Red River,State Senate,31st Senatorial District,D,Thomas Taylor Townsend,777
Sabine,State Senate,31st Senatorial District,R,Gerald Long,4163
Sabine,State Senate,31st Senatorial District,D,Thomas Taylor Townsend,3265
Winn,State Senate,31st Senatorial District,R,Gerald Long,3207
Winn,State Senate,31st Senatorial District,D,Thomas Taylor Townsend,2592
Avoyelles,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",395
Avoyelles,State Senate,32nd Senatorial District,R,Neil Riser,340
Avoyelles,State Senate,32nd Senatorial District,D,Michael Trent,144
Caldwell,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",831
Caldwell,State Senate,32nd Senatorial District,R,Neil Riser,2919
Caldwell,State Senate,32nd Senatorial District,D,Michael Trent,571
Catahoula,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",2598
Catahoula,State Senate,32nd Senatorial District,R,Neil Riser,1441
Catahoula,State Senate,32nd Senatorial District,D,Michael Trent,292
Concordia,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",4041
Concordia,State Senate,32nd Senatorial District,R,Neil Riser,1719
Concordia,State Senate,32nd Senatorial District,D,Michael Trent,191
Franklin,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",2693
Franklin,State Senate,32nd Senatorial District,R,Neil Riser,3822
Franklin,State Senate,32nd Senatorial District,D,Michael Trent,673
Lasalle,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",1949
Lasalle,State Senate,32nd Senatorial District,R,Neil Riser,3105
Lasalle,State Senate,32nd Senatorial District,D,Michael Trent,389
Ouachita,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",493
Ouachita,State Senate,32nd Senatorial District,R,Neil Riser,1187
Ouachita,State Senate,32nd Senatorial District,D,Michael Trent,165
Rapides,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",904
Rapides,State Senate,32nd Senatorial District,R,Neil Riser,1865
Rapides,State Senate,32nd Senatorial District,D,Michael Trent,296
Richland,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",585
Richland,State Senate,32nd Senatorial District,R,Neil Riser,913
Richland,State Senate,32nd Senatorial District,D,Michael Trent,135
West Feliciana,State Senate,32nd Senatorial District,D,"Bryant O. Hammett, Jr.",1775
West Feliciana,State Senate,32nd Senatorial District,R,Neil Riser,1708
West Feliciana,State Senate,32nd Senatorial District,D,Michael Trent,548
Claiborne,State Senate,33rd Senatorial District,D,Charles McDonald,1690
Claiborne,State Senate,33rd Senatorial District,R,"""Mike"" Walsworth",1391
Morehouse,State Senate,33rd Senatorial District,D,Charles McDonald,5791
Morehouse,State Senate,33rd Senatorial District,R,"""Mike"" Walsworth",2452
Ouachita,State Senate,33rd Senatorial District,D,Charles McDonald,3752
Ouachita,State Senate,33rd Senatorial District,R,"""Mike"" Walsworth",7327
Union,State Senate,33rd Senatorial District,D,Charles McDonald,2914
Union,State Senate,33rd Senatorial District,R,"""Mike"" Walsworth",4500
West Carroll,State Senate,33rd Senatorial District,D,Charles McDonald,2070
West Carroll,State Senate,33rd Senatorial District,R,"""Mike"" Walsworth",1693
Concordia,State Senate,34th Senatorial District,D,Paxton J. Branch,91
Concordia,State Senate,34th Senatorial District,D,"Willie Hunter, Jr.",556
Concordia,State Senate,34th Senatorial District,D,Francis Thompson,539
East Carroll,State Senate,34th Senatorial District,D,Paxton J. Branch,508
East Carroll,State Senate,34th Senatorial District,D,"Willie Hunter, Jr.",644
East Carroll,State Senate,34th Senatorial District,D,Francis Thompson,1767
Madison,State Senate,34th Senatorial District,D,Paxton J. Branch,846
Madison,State Senate,34th Senatorial District,D,"Willie Hunter, Jr.",612
Madison,State Senate,34th Senatorial District,D,Francis Thompson,2360
Ouachita,State Senate,34th Senatorial District,D,Paxton J. Branch,447
Ouachita,State Senate,34th Senatorial District,D,"Willie Hunter, Jr.",7281
Ouachita,State Senate,34th Senatorial District,D,Francis Thompson,4153
Richland,State Senate,34th Senatorial District,D,Paxton J. Branch,271
Richland,State Senate,34th Senatorial District,D,"Willie Hunter, Jr.",1237
Richland,State Senate,34th Senatorial District,D,Francis Thompson,3787
Tensas,State Senate,34th Senatorial District,D,Paxton J. Branch,215
Tensas,State Senate,34th Senatorial District,D,"Willie Hunter, Jr.",713
Tensas,State Senate,34th Senatorial District,D,Francis Thompson,1695
Bienville,State Senate,36th Senatorial District,D,Robert Adley,4104
Bienville,State Senate,36th Senatorial District,R,Tyler Nezat,984
Bossier,State Senate,36th Senatorial District,D,Robert Adley,9199
Bossier,State Senate,36th Senatorial District,R,Tyler Nezat,5059
Claiborne,State Senate,36th Senatorial District,D,Robert Adley,894
Claiborne,State Senate,36th Senatorial District,R,Tyler Nezat,342
Red River,State Senate,36th Senatorial District,D,Robert Adley,1248
Red River,State Senate,36th Senatorial District,R,Tyler Nezat,208
Webster,State Senate,36th Senatorial District,D,Robert Adley,8926
Webster,State Senate,36th Senatorial District,R,Tyler Nezat,2411
Bossier,State Senate,37th Senatorial District,R,Billy Montgomery,4410
Bossier,State Senate,37th Senatorial District,R,"""Jay"" Murrell",1398
Bossier,State Senate,37th Senatorial District,R,Barrow Peacock,1790
Bossier,State Senate,37th Senatorial District,R,"B. L. ""Buddy"" Shaw",1950
Bossier,State Senate,37th Senatorial District,D,Sheva Sims,1777
Caddo,State Senate,37th Senatorial District,R,Billy Montgomery,3114
Caddo,State Senate,37th Senatorial District,R,"""Jay"" Murrell",2553
Caddo,State Senate,37th Senatorial District,R,Barrow Peacock,2830
Caddo,State Senate,37th Senatorial District,R,"B. L. ""Buddy"" Shaw",3726
Caddo,State Senate,37th Senatorial District,D,Sheva Sims,2787
Caddo,State Senate,38th Senatorial District,R,Sherri Smith Cheek,11776
Caddo,State Senate,38th Senatorial District,R,Alan Seabaugh,11499
De Soto,State Senate,38th Senatorial District,R,Sherri Smith Cheek,4879
De Soto,State Senate,38th Senatorial District,R,Alan Seabaugh,3226
Bossier,State House,1st Representative District,R,Michael Page Boyter,55
Bossier,State House,1st Representative District,D,"Richard ""Richie"" Hollier",226
Bossier,State House,1st Representative District,R,"James H. ""Jim"" Morris",480
Caddo,State House,1st Representative District,R,Michael Page Boyter,927
Caddo,State House,1st Representative District,D,"Richard ""Richie"" Hollier",2742
Caddo,State House,1st Representative District,R,"James H. ""Jim"" Morris",6538
Bossier,State House,2nd Representative District,D,Roy A. Burrell,271
Bossier,State House,2nd Representative District,D,Brian Hairston,87
Caddo,State House,2nd Representative District,D,Roy A. Burrell,5046
Caddo,State House,2nd Representative District,D,Brian Hairston,747
Caddo,State House,3rd Representative District,D,Lindora Baker,2648
Caddo,State House,3rd Representative District,D,Barbara Norton,3901
Caddo,State House,3rd Representative District,D,Spencer Stephens,403
Caddo,State House,4th Representative District,D,Billy Wayne,2311
Caddo,State House,4th Representative District,D,Patrick C. Williams,7009
Caddo,State House,7th Representative District,R,"Richard ""Richie"" Burford",2157
Caddo,State House,7th Representative District,D,Kenny Ray Cox,607
Caddo,State House,7th Representative District,R,Dennis Freeman,739
Caddo,State House,7th Representative District,D,Hilda Fair Rives,844
Caddo,State House,7th Representative District,D,John G. Russell,614
De Soto,State House,7th Representative District,R,"Richard ""Richie"" Burford",2275
De Soto,State House,7th Representative District,D,Kenny Ray Cox,2170
De Soto,State House,7th Representative District,R,Dennis Freeman,688
De Soto,State House,7th Representative District,D,Hilda Fair Rives,1543
De Soto,State House,7th Representative District,D,John G. Russell,1772
Bossier,State House,8th Representative District,R,Gary Miller,4555
Bossier,State House,8th Representative District,R,Jane H. Smith,7508
Bossier,State House,9th Representative District,R,Henry Burns,5225
Bossier,State House,9th Representative District,R,"""Richey"" Jackson",5138
Webster,State House,10th Representative District,R,Ronnie Broughton,4133
Webster,State House,10th Representative District,D,Jean Doerge,6681
Webster,State House,10th Representative District,D,Terrell Mendenhall,915
Bienville,State House,11th Representative District,D,"""Rick"" Gallot",684
Bienville,State House,11th Representative District,D,Edward Jones,195
Bienville,State House,11th Representative District,D,Delores Wilkerson Smith,369
Claiborne,State House,11th Representative District,D,"""Rick"" Gallot",3223
Claiborne,State House,11th Representative District,D,Edward Jones,554
Claiborne,State House,11th Representative District,D,Delores Wilkerson Smith,756
Lincoln,State House,11th Representative District,D,"""Rick"" Gallot",2021
Lincoln,State House,11th Representative District,D,Edward Jones,411
Lincoln,State House,11th Representative District,D,Delores Wilkerson Smith,788
Bienville,State House,13th Representative District,D,Jason E. Cook,944
Bienville,State House,13th Representative District,D,"James R. ""Jim"" Fannin",2979
Jackson,State House,13th Representative District,D,Jason E. Cook,929
Jackson,State House,13th Representative District,D,"James R. ""Jim"" Fannin",4089
Ouachita,State House,13th Representative District,D,Jason E. Cook,715
Ouachita,State House,13th Representative District,D,"James R. ""Jim"" Fannin",1777
Winn,State House,13th Representative District,D,Jason E. Cook,291
Winn,State House,13th Representative District,D,"James R. ""Jim"" Fannin",1706
East Carroll,State House,14th Representative District,R,"""Sam"" Little",347
East Carroll,State House,14th Representative District,R,"""Stan"" Neathery",93
East Carroll,State House,14th Representative District,D,"""Buddy"" Quinn",342
Morehouse,State House,14th Representative District,R,"""Sam"" Little",2341
Morehouse,State House,14th Representative District,R,"""Stan"" Neathery",1309
Morehouse,State House,14th Representative District,D,"""Buddy"" Quinn",3702
Ouachita,State House,14th Representative District,R,"""Sam"" Little",1110
Ouachita,State House,14th Representative District,R,"""Stan"" Neathery",939
Ouachita,State House,14th Representative District,D,"""Buddy"" Quinn",727
West Carroll,State House,14th Representative District,R,"""Sam"" Little",681
West Carroll,State House,14th Representative District,R,"""Stan"" Neathery",846
West Carroll,State House,14th Representative District,D,"""Buddy"" Quinn",491
Ouachita,State House,15th Representative District,R,"Richard L. Fewell, Jr.",2735
Ouachita,State House,15th Representative District,R,Paul Hargrove,3240
Ouachita,State House,15th Representative District,R,Frank Hoffmann,5962
Ouachita,State House,15th Representative District,D,Teresa Shirley Mayeaux,512
Ouachita,State House,15th Representative District,D,Wayne Trichel,1026
Ouachita,State House,16th Representative District,N,Benjamin P. Arnold,749
Ouachita,State House,16th Representative District,R,Kay Kellogg Katz,8617
Ouachita,State House,16th Representative District,R,"""Ben"" Marshall",4116
Ouachita,State House,17th Representative District,D,Eddie M. Clark,1118
Ouachita,State House,17th Representative District,D,King Dawson,1146
Ouachita,State House,17th Representative District,D,Zebie Ann Grayson,515
Ouachita,State House,17th Representative District,D,Rosalind D. Jones,4629
Ouachita,State House,17th Representative District,D,Brenda Shelling,1018
East Carroll,State House,19th Representative District,D,"Charles R. ""Bubba"" Chaney",208
East Carroll,State House,19th Representative District,D,Anita Tennant-Mack,33
Madison,State House,19th Representative District,D,"Charles R. ""Bubba"" Chaney",1307
Madison,State House,19th Representative District,D,Anita Tennant-Mack,236
Morehouse,State House,19th Representative District,D,"Charles R. ""Bubba"" Chaney",543
Morehouse,State House,19th Representative District,D,Anita Tennant-Mack,310
Ouachita,State House,19th Representative District,D,"Charles R. ""Bubba"" Chaney",778
Ouachita,State House,19th Representative District,D,Anita Tennant-Mack,376
Richland,State House,19th Representative District,D,"Charles R. ""Bubba"" Chaney",4856
Richland,State House,19th Representative District,D,Anita Tennant-Mack,2096
West Carroll,State House,19th Representative District,D,"Charles R. ""Bubba"" Chaney",1251
West Carroll,State House,19th Representative District,D,Anita Tennant-Mack,364
Caldwell,State House,20th Representative District,D,Noble Ellington,1928
Caldwell,State House,20th Representative District,D,"""Cleve"" Womack",881
Caldwell,State House,20th Representative District,D,"Jeffrey ""Jeff"" Wyant",1471
Catahoula,State House,20th Representative District,D,Noble Ellington,1515
Catahoula,State House,20th Representative District,D,"""Cleve"" Womack",2507
Catahoula,State House,20th Representative District,D,"Jeffrey ""Jeff"" Wyant",379
Franklin,State House,20th Representative District,D,Noble Ellington,4404
Franklin,State House,20th Representative District,D,"""Cleve"" Womack",2021
Franklin,State House,20th Representative District,D,"Jeffrey ""Jeff"" Wyant",934
Tensas,State House,20th Representative District,D,Noble Ellington,111
Tensas,State House,20th Representative District,D,"""Cleve"" Womack",46
Tensas,State House,20th Representative District,D,"Jeffrey ""Jeff"" Wyant",9
Concordia,State House,21st Representative District,D,"""Andy"" Anders",5563
Concordia,State House,21st Representative District,D,C. Travis Johnson,1012
Concordia,State House,21st Representative District,D,Richard Madison,421
Concordia,State House,21st Representative District,D,Moses J. Wiliams,268
East Carroll,State House,21st Representative District,D,"""Andy"" Anders",516
East Carroll,State House,21st Representative District,D,C. Travis Johnson,390
East Carroll,State House,21st Representative District,D,Richard Madison,174
East Carroll,State House,21st Representative District,D,Moses J. Wiliams,663
Madison,State House,21st Representative District,D,"""Andy"" Anders",582
Madison,State House,21st Representative District,D,C. Travis Johnson,317
Madison,State House,21st Representative District,D,Richard Madison,80
Madison,State House,21st Representative District,D,Moses J. Wiliams,1156
Tensas,State House,21st Representative District,D,"""Andy"" Anders",1593
Tensas,State House,21st Representative District,D,C. Travis Johnson,484
Tensas,State House,21st Representative District,D,Richard Madison,144
Tensas,State House,21st Representative District,D,Moses J. Wiliams,223
Grant,State House,22nd Representative District,D,Billy Chandler,4473
Grant,State House,22nd Representative District,D,Ernie L. Vallery,871
Grant,State House,22nd Representative District,R,Brandon Vickers,1129
Lasalle,State House,22nd Representative District,D,Billy Chandler,3199
Lasalle,State House,22nd Representative District,D,Ernie L. Vallery,415
Lasalle,State House,22nd Representative District,R,Brandon Vickers,1837
Rapides,State House,22nd Representative District,D,Billy Chandler,283
Rapides,State House,22nd Representative District,D,Ernie L. Vallery,42
Rapides,State House,22nd Representative District,R,Brandon Vickers,188
Winn,State House,22nd Representative District,D,Billy Chandler,1900
Winn,State House,22nd Representative District,D,Ernie L. Vallery,391
Winn,State House,22nd Representative District,R,Brandon Vickers,614
Natchitoches,State House,23rd Representative District,D,"""Mack"" James",1353
Natchitoches,State House,23rd Representative District,R,"""Rick"" Nowlin",4593
Natchitoches,State House,23rd Representative District,D,"Joseph Michael ""Joe"" Sampite",4304
Natchitoches,State House,23rd Representative District,D,Ralph Wilson,2784
Winn,State House,23rd Representative District,D,"""Mack"" James",106
Winn,State House,23rd Representative District,R,"""Rick"" Nowlin",256
Winn,State House,23rd Representative District,D,"Joseph Michael ""Joe"" Sampite",294
Winn,State House,23rd Representative District,D,Ralph Wilson,63
De Soto,State House,24th Representative District,D,Dean Crittenden,20
De Soto,State House,24th Representative District,R,"""Frankie"" Howard",14
De Soto,State House,24th Representative District,D,"""Randy"" Sandel",15
De Soto,State House,24th Representative District,D,Mary Ann Wiggins,83
Red River,State House,24th Representative District,D,Dean Crittenden,344
Red River,State House,24th Representative District,R,"""Frankie"" Howard",488
Red River,State House,24th Representative District,D,"""Randy"" Sandel",233
Red River,State House,24th Representative District,D,Mary Ann Wiggins,2486
Sabine,State House,24th Representative District,D,Dean Crittenden,2710
Sabine,State House,24th Representative District,R,"""Frankie"" Howard",2383
Sabine,State House,24th Representative District,D,"""Randy"" Sandel",1358
Sabine,State House,24th Representative District,D,Mary Ann Wiggins,1041
Vernon,State House,24th Representative District,D,Dean Crittenden,418
Vernon,State House,24th Representative District,R,"""Frankie"" Howard",1557
Vernon,State House,24th Representative District,D,"""Randy"" Sandel",816
Vernon,State House,24th Representative District,D,Mary Ann Wiggins,358
Rapides,State House,25th Representative District,D,Glen Beard,3143
Rapides,State House,25th Representative District,R,Lance Maxwell,5908
Rapides,State House,25th Representative District,D,"""Chris"" Roy, Jr.",4918
Vernon,State House,25th Representative District,D,Glen Beard,395
Vernon,State House,25th Representative District,R,Lance Maxwell,318
Vernon,State House,25th Representative District,D,"""Chris"" Roy, Jr.",364
Rapides,State House,26th Representative District,D,Herbert B. Dixon,4234
Rapides,State House,26th Representative District,D,Victor Kirk,870
Rapides,State House,26th Representative District,D,Kelvin G. Sanders,2392
Rapides,State House,26th Representative District,D,Mary James Wardsworth,959
Rapides,State House,27th Representative District,D,Rick L. Farrar,5611
Rapides,State House,27th Representative District,R,"""Chris"" Hazel",9330
Avoyelles,State House,28th Representative District,D,"""Digger"" Earles",2939
Avoyelles,State House,28th Representative District,D,Robert Johnson,4661
Avoyelles,State House,28th Representative District,D,Warren Plauche,2568
Avoyelles,State House,28th Representative District,R,Kirby Roy III,4614
East Baton Rouge,State House,29th Representative District,D,Regina Ashford Barrow,5542
East Baton Rouge,State House,29th Representative District,D,Sarah Holliday,2102
East Baton Rouge,State House,29th Representative District,R,Harold Williams,1022
West Baton Rouge,State House,29th Representative District,D,Regina Ashford Barrow,697
West Baton Rouge,State House,29th Representative District,D,Sarah Holliday,180
West Baton Rouge,State House,29th Representative District,R,Harold Williams,121
Beauregard,State House,30th Representative District,D,James Armes,1360
Beauregard,State House,30th Representative District,R,Overton Burns,347
Beauregard,State House,30th Representative District,R,"""Jack"" Causey",1340
