parish,office,district,party,candidate,votes
Rapides,State House,26th Representative District,D,"Israel ""Bo"" Curtis",5512
Rapides,State House,26th Representative District,D,Herbert B. Dixon,4892
Lafayette,State House,31st Representative District,R,"""Charlie"" Buckels",7218
Lafayette,State House,31st Representative District,R,"""Don"" Trahan",6009
Vermilion,State House,31st Representative District,R,"""Charlie"" Buckels",950
Vermilion,State House,31st Representative District,R,"""Don"" Trahan",2172
Lafourche,State House,52nd Representative District,R,Gordon Dove,414
Lafourche,State House,52nd Representative District,R,"""Tom"" Watkins",427
Terrebonne,State House,52nd Representative District,R,Gordon Dove,6351
Terrebonne,State House,52nd Representative District,R,"""Tom"" Watkins",6333
Ascension,State House,59th Representative District,R,"John C. ""Juba"" Diez",7026
Ascension,State House,59th Representative District,R,Eddie J. Lambert,9601
Ascension,State House,60th Representative District,D,Emma Devillier,117
Ascension,State House,60th Representative District,D,Karen Gaudet St. Germain,262
Assumption,State House,60th Representative District,D,Emma Devillier,1362
Assumption,State House,60th Representative District,D,Karen Gaudet St. Germain,3528
Iberville,State House,60th Representative District,D,Emma Devillier,5542
Iberville,State House,60th Representative District,D,Karen Gaudet St. Germain,4238
West Baton Rouge,State House,60th Representative District,D,Emma Devillier,1584
West Baton Rouge,State House,60th Representative District,D,Karen Gaudet St. Germain,1297
St. Tammany,State House,75th Representative District,D,Harold L. Ritchie,354
St. Tammany,State House,75th Representative District,D,Richard Ned Thomas,399
Washington,State House,75th Representative District,D,Harold L. Ritchie,6931
Washington,State House,75th Representative District,D,Richard Ned Thomas,6602
Jefferson,State House,81st Representative District,R,John La Bruzzo,10142
Jefferson,State House,81st Representative District,R,Mickey Landry,7504
Ascension,State House,88th Representative District,R,"M. J. ""Mert"" Smiley, Jr.",4584
Ascension,State House,88th Representative District,D,Ralph Willie,1749
Livingston,State House,88th Representative District,R,"M. J. ""Mert"" Smiley, Jr.",3675
Livingston,State House,88th Representative District,D,Ralph Willie,5265
Orleans,State House,91st Representative District,D,Jalila Jefferson,5910
Orleans,State House,91st Representative District,D,Rosalind Magee Peychaud,4254
Orleans,State House,98th Representative District,R,"""Randy"" Evans",3797
Orleans,State House,98th Representative District,D,Cheryl Gray,5702
Orleans,State House,99th Representative District,D,"Leonard ""Jr."" Lucas",3236
Orleans,State House,99th Representative District,D,Charmaine Marchand,7269
Orleans,State House,100th Representative District,D,"Austin J. Badon, Jr.",6688
Orleans,State House,100th Representative District,D,"Patrick ""Pat"" Swilling",5851
