parish,office,district,party,candidate,votes
Bienville,State House,13th Representative District,D,Todd Culpepper,997
Bienville,State House,13th Representative District,D,"James R. ""Jim"" Fannin",1686
Jackson,State House,13th Representative District,D,Tommy J. Bankston,735
Jackson,State House,13th Representative District,D,Joe Lynn Browning,457
Jackson,State House,13th Representative District,D,Todd Culpepper,2349
Jackson,State House,13th Representative District,D,"James R. ""Jim"" Fannin",3005
Ouachita,State House,13th Representative District,D,Tommy J. Bankston,837
Ouachita,State House,13th Representative District,D,Joe Lynn Browning,71
Ouachita,State House,13th Representative District,D,Todd Culpepper,528
Ouachita,State House,13th Representative District,D,"James R. ""Jim"" Fannin",784
Winn,State House,13th Representative District,D,Tommy J. Bankston,591
Winn,State House,13th Representative District,D,Joe Lynn Browning,309
Winn,State House,13th Representative District,D,Todd Culpepper,123
Winn,State House,13th Representative District,D,"James R. ""Jim"" Fannin",970
Caldwell,State House,20th Representative District,D,Roger Beall,551
Caldwell,State House,20th Representative District,D,"""Billy"" Edwards",386
Caldwell,State House,20th Representative District,D,Baron D. Glass,687
Caldwell,State House,20th Representative District,D,Lelon Kenney,2560
Caldwell,State House,20th Representative District,R,"""Bud"" Shaw",316
Catahoula,State House,20th Representative District,D,Roger Beall,352
Catahoula,State House,20th Representative District,D,"""Billy"" Edwards",1151
Catahoula,State House,20th Representative District,D,Baron D. Glass,541
Catahoula,State House,20th Representative District,D,Lelon Kenney,1198
Catahoula,State House,20th Representative District,R,"""Bud"" Shaw",206
Franklin,State House,20th Representative District,D,Roger Beall,1754
Franklin,State House,20th Representative District,D,"""Billy"" Edwards",411
Franklin,State House,20th Representative District,D,Baron D. Glass,712
Franklin,State House,20th Representative District,D,Lelon Kenney,2938
Franklin,State House,20th Representative District,R,"""Bud"" Shaw",723
Tensas,State House,20th Representative District,D,Roger Beall,45
Tensas,State House,20th Representative District,D,"""Billy"" Edwards",34
Tensas,State House,20th Representative District,D,Baron D. Glass,28
Tensas,State House,20th Representative District,D,Lelon Kenney,32
Tensas,State House,20th Representative District,R,"""Bud"" Shaw",41
Grant,State House,22nd Representative District,R,Tony K. Owens,903
Grant,State House,22nd Representative District,R,James Sandifer,1383
Grant,State House,22nd Representative District,D,Floyd Smith,765
Grant,State House,22nd Representative District,R,"Henry Stringer, Jr.",720
Grant,State House,22nd Representative District,D,"""Tommy"" Wright",2065
Lasalle,State House,22nd Representative District,R,Tony K. Owens,1336
Lasalle,State House,22nd Representative District,R,James Sandifer,336
Lasalle,State House,22nd Representative District,D,Floyd Smith,423
Lasalle,State House,22nd Representative District,R,"Henry Stringer, Jr.",1494
Lasalle,State House,22nd Representative District,D,"""Tommy"" Wright",2016
Rapides,State House,22nd Representative District,R,Tony K. Owens,39
Rapides,State House,22nd Representative District,R,James Sandifer,70
Rapides,State House,22nd Representative District,D,Floyd Smith,71
Rapides,State House,22nd Representative District,R,"Henry Stringer, Jr.",81
Rapides,State House,22nd Representative District,D,"""Tommy"" Wright",97
Winn,State House,22nd Representative District,R,Tony K. Owens,892
Winn,State House,22nd Representative District,R,James Sandifer,256
Winn,State House,22nd Representative District,D,Floyd Smith,477
Winn,State House,22nd Representative District,R,"Henry Stringer, Jr.",178
Winn,State House,22nd Representative District,D,"""Tommy"" Wright",931
Natchitoches,State House,23rd Representative District,R,"Pat Todd, Jr.",2164
Natchitoches,State House,23rd Representative District,D,T. Taylor Townsend,10501
Winn,State House,23rd Representative District,R,"Pat Todd, Jr.",113
Winn,State House,23rd Representative District,D,T. Taylor Townsend,546
De Soto,State House,24th Representative District,O,Jack Adair,9
De Soto,State House,24th Representative District,D,"Charles ""Chuck"" Adcock",26
De Soto,State House,24th Representative District,D,Joe R. Salter,96
Red River,State House,24th Representative District,O,Jack Adair,237
Red River,State House,24th Representative District,D,"Charles ""Chuck"" Adcock",699
Red River,State House,24th Representative District,D,Joe R. Salter,3031
Sabine,State House,24th Representative District,O,Jack Adair,968
Sabine,State House,24th Representative District,D,"Charles ""Chuck"" Adcock",503
Sabine,State House,24th Representative District,D,Joe R. Salter,5106
Vernon,State House,24th Representative District,O,Jack Adair,463
Vernon,State House,24th Representative District,D,"Charles ""Chuck"" Adcock",516
Vernon,State House,24th Representative District,D,Joe R. Salter,2561
Rapides,State House,26th Representative District,D,"Israel ""Bo"" Curtis",4493
Rapides,State House,26th Representative District,D,Herbert B. Dixon,2935
Rapides,State House,26th Representative District,D,Fredell Scott Griffin,444
Rapides,State House,26th Representative District,D,"Noland ""Jimbo"" Hammond",519
Rapides,State House,26th Representative District,D,Odessa K. Hickman,191
Rapides,State House,26th Representative District,D,Mary L. Wardsworth,504
Rapides,State House,27th Representative District,D,Rick L. Farrar,7072
Rapides,State House,27th Representative District,O,"""Pete"" Ferrington",4519
East Baton Rouge,State House,29th Representative District,D,Donald R. Dobbins,1842
East Baton Rouge,State House,29th Representative District,D,Sharon Weston Broome,7550
West Baton Rouge,State House,29th Representative District,D,Donald R. Dobbins,263
West Baton Rouge,State House,29th Representative District,D,Sharon Weston Broome,761
Lafayette,State House,31st Representative District,R,"""Charlie"" Buckels",3853
Lafayette,State House,31st Representative District,D,"Neil J. ""Sam"" Melancon",2507
Lafayette,State House,31st Representative District,R,"""Don"" Trahan",2524
Lafayette,State House,31st Representative District,R,Chad Zerangue,2968
Vermilion,State House,31st Representative District,R,"""Charlie"" Buckels",527
Vermilion,State House,31st Representative District,D,"Neil J. ""Sam"" Melancon",677
Vermilion,State House,31st Representative District,R,"""Don"" Trahan",1539
Vermilion,State House,31st Representative District,R,Chad Zerangue,278
Calcasieu,State House,34th Representative District,D,Elcie Joseph Guillory,8127
Calcasieu,State House,34th Representative District,D,James L. Mayo,3565
Beauregard,State House,35th Representative District,D,"Rita Rae ""Doc"" Fontenot",220
Beauregard,State House,35th Representative District,R,Brett Geymann,898
Beauregard,State House,35th Representative District,D,Carmen Priola,419
Calcasieu,State House,35th Representative District,D,"Rita Rae ""Doc"" Fontenot",1575
Calcasieu,State House,35th Representative District,R,Brett Geymann,5764
Calcasieu,State House,35th Representative District,D,Carmen Priola,3401
Calcasieu,State House,36th Representative District,R,"""Dan"" Flavin",11636
Calcasieu,State House,36th Representative District,O,"""Mike"" Johnson",2771
Evangeline,State House,38th Representative District,D,Eric Lafleur,6569
Evangeline,State House,38th Representative District,O,Brent Sanders,1715
St. Landry,State House,38th Representative District,D,Eric Lafleur,3140
St. Landry,State House,38th Representative District,O,Brent Sanders,621
Lafayette,State House,39th Representative District,D,Clara Guilbeau Baudoin,5048
Lafayette,State House,39th Representative District,D,Charlotte Stemmans Clavier,2678
Lafayette,State House,39th Representative District,O,"Nestor ""Tiger"" Guillory",1022
St. Landry,State House,39th Representative District,D,Clara Guilbeau Baudoin,2648
St. Landry,State House,39th Representative District,D,Charlotte Stemmans Clavier,1162
St. Landry,State House,39th Representative District,O,"Nestor ""Tiger"" Guillory",565
St. Martin,State House,39th Representative District,D,Clara Guilbeau Baudoin,707
St. Martin,State House,39th Representative District,D,Charlotte Stemmans Clavier,360
St. Martin,State House,39th Representative District,O,"Nestor ""Tiger"" Guillory",127
St. Landry,State House,40th Representative District,D,"Charles I.""Chuck"" Hudson",8887
St. Landry,State House,40th Representative District,D,"Michael ""Mike"" Levier",3001
Acadia,State House,41st Representative District,R,"""Greg"" Fruge",3683
Acadia,State House,41st Representative District,D,Mickey J. Guillory,3451
Evangeline,State House,41st Representative District,R,"""Greg"" Fruge",381
Evangeline,State House,41st Representative District,D,Mickey J. Guillory,702
St. Landry,State House,41st Representative District,R,"""Greg"" Fruge",1586
St. Landry,State House,41st Representative District,D,Mickey J. Guillory,3785
St. Martin,State House,46th Representative District,D,Marie Lee Etienne,3499
St. Martin,State House,46th Representative District,D,Sydnie Mae Maraist Durand,13956
Cameron,State House,47th Representative District,D,"""Mickey"" Frith",2306
Cameron,State House,47th Representative District,D,Rebecca Shirley,1871
Vermilion,State House,47th Representative District,D,"""Mickey"" Frith",8536
Vermilion,State House,47th Representative District,D,Rebecca Shirley,4253
Iberia,State House,50th Representative District,R,"""Tony Bubba"" Rhodes",117
Iberia,State House,50th Representative District,D,Jack D. Smith,197
St. Martin,State House,50th Representative District,R,"""Tony Bubba"" Rhodes",212
St. Martin,State House,50th Representative District,D,Jack D. Smith,416
St. Mary,State House,50th Representative District,R,"""Tony Bubba"" Rhodes",2866
St. Mary,State House,50th Representative District,D,Jack D. Smith,8098
Assumption,State House,51st Representative District,D,"""Joey"" Aucoin",601
Assumption,State House,51st Representative District,D,Carla Blanchard Dartez,2915
St. Mary,State House,51st Representative District,D,"""Joey"" Aucoin",575
St. Mary,State House,51st Representative District,D,Carla Blanchard Dartez,3802
Terrebonne,State House,51st Representative District,D,"""Joey"" Aucoin",1264
Terrebonne,State House,51st Representative District,D,Carla Blanchard Dartez,3077
Lafourche,State House,52nd Representative District,R,Gordon Dove,216
Lafourche,State House,52nd Representative District,R,"Robert ""Bobby"" Picou",84
Lafourche,State House,52nd Representative District,D,Rickie Pitre,373
Lafourche,State House,52nd Representative District,R,"""Tom"" Watkins",168
Terrebonne,State House,52nd Representative District,R,Gordon Dove,4197
Terrebonne,State House,52nd Representative District,R,"Robert ""Bobby"" Picou",1454
Terrebonne,State House,52nd Representative District,D,Rickie Pitre,2657
Terrebonne,State House,52nd Representative District,R,"""Tom"" Watkins",3930
Lafourche,State House,53rd Representative District,D,Damon J. Baldone,110
Lafourche,State House,53rd Representative District,D,"Oneil P. Malbrough, Jr.",41
Terrebonne,State House,53rd Representative District,D,Damon J. Baldone,6617
Terrebonne,State House,53rd Representative District,D,"Oneil P. Malbrough, Jr.",5644
Jefferson,State House,54th Representative District,R,"Loulan Pitre, Jr.",407
Jefferson,State House,54th Representative District,D,"""Mitch"" Theriot",114
Lafourche,State House,54th Representative District,R,"Loulan Pitre, Jr.",7211
Lafourche,State House,54th Representative District,D,"""Mitch"" Theriot",6921
Ascension,State House,58th Representative District,O,Wayne Lawson,917
Ascension,State House,58th Representative District,D,Roy Quezaire,5032
Assumption,State House,58th Representative District,O,Wayne Lawson,182
Assumption,State House,58th Representative District,D,Roy Quezaire,904
Iberville,State House,58th Representative District,O,Wayne Lawson,497
Iberville,State House,58th Representative District,D,Roy Quezaire,2477
St. James,State House,58th Representative District,O,Wayne Lawson,631
St. James,State House,58th Representative District,D,Roy Quezaire,3959
St. John The Baptist,State House,58th Representative District,O,Wayne Lawson,130
St. John The Baptist,State House,58th Representative District,D,Roy Quezaire,1524
Ascension,State House,59th Representative District,R,George Cabanas,3002
Ascension,State House,59th Representative District,R,"John C. ""Juba"" Diez",5950
Ascension,State House,59th Representative District,R,Eddie J. Lambert,6581
Ascension,State House,60th Representative District,D,Emma Devillier,101
Ascension,State House,60th Representative District,D,Shannon P. Ourso,49
Ascension,State House,60th Representative District,D,Karen Gaudet St. Germain,241
Assumption,State House,60th Representative District,D,Emma Devillier,1437
Assumption,State House,60th Representative District,D,Shannon P. Ourso,224
Assumption,State House,60th Representative District,D,Karen Gaudet St. Germain,3341
Iberville,State House,60th Representative District,D,Emma Devillier,4606
Iberville,State House,60th Representative District,D,Shannon P. Ourso,1518
Iberville,State House,60th Representative District,D,Karen Gaudet St. Germain,3846
West Baton Rouge,State House,60th Representative District,D,Emma Devillier,1245
West Baton Rouge,State House,60th Representative District,D,Shannon P. Ourso,348
West Baton Rouge,State House,60th Representative District,D,Karen Gaudet St. Germain,1145
East Baton Rouge,State House,63rd Representative District,D,Avon R. Honey,8349
East Baton Rouge,State House,63rd Representative District,D,James Slaughter,2879
East Baton Rouge,State House,65th Representative District,D,Wade Byrd,3482
East Baton Rouge,State House,65th Representative District,R,Donald Ray Kennard,9329
