parish,office,district,party,candidate,votes
Jefferson,State Senate,19th Senatorial District,R,Garrett C. Monti,391
Jefferson,State Senate,19th Senatorial District,D,"Gary L. Smith, Jr.",1463
Lafourche,State Senate,19th Senatorial District,R,Garrett C. Monti,1921
Lafourche,State Senate,19th Senatorial District,D,"Gary L. Smith, Jr.",1687
St. Charles,State Senate,19th Senatorial District,R,Garrett C. Monti,6406
St. Charles,State Senate,19th Senatorial District,D,"Gary L. Smith, Jr.",8629
St. John The Baptist,State Senate,19th Senatorial District,R,Garrett C. Monti,2497
St. John The Baptist,State Senate,19th Senatorial District,D,"Gary L. Smith, Jr.",4722
Iberia,State Senate,21st Senatorial District,R,"R. L. ""Bret"" Allain II",1288
Iberia,State Senate,21st Senatorial District,R,Darrin Guidry,524
Lafourche,State Senate,21st Senatorial District,R,"R. L. ""Bret"" Allain II",1716
Lafourche,State Senate,21st Senatorial District,R,Darrin Guidry,2337
St. Mary,State Senate,21st Senatorial District,R,"R. L. ""Bret"" Allain II",8955
St. Mary,State Senate,21st Senatorial District,R,Darrin Guidry,4426
Terrebonne,State Senate,21st Senatorial District,R,"R. L. ""Bret"" Allain II",2659
Terrebonne,State Senate,21st Senatorial District,R,Darrin Guidry,6559
Lafayette,State Senate,24th Senatorial District,D,"Donald ""Don"" Cravins",6163
Lafayette,State Senate,24th Senatorial District,D,Elbert Lee Guillory,3859
Lafayette,State Senate,24th Senatorial District,D,Kelly J. Scott,1779
St. Landry,State Senate,24th Senatorial District,D,"Donald ""Don"" Cravins",4502
St. Landry,State Senate,24th Senatorial District,D,Elbert Lee Guillory,8594
St. Landry,State Senate,24th Senatorial District,D,Kelly J. Scott,1655
St. Martin,State Senate,24th Senatorial District,D,"Donald ""Don"" Cravins",545
St. Martin,State Senate,24th Senatorial District,D,Elbert Lee Guillory,315
St. Martin,State Senate,24th Senatorial District,D,Kelly J. Scott,116
Acadia,State Senate,28th Senatorial District,D,Eric LaFleur,495
Acadia,State Senate,28th Senatorial District,R,"Paul ""Doc"" Miller",813
Allen,State Senate,28th Senatorial District,D,Eric LaFleur,3928
Allen,State Senate,28th Senatorial District,R,"Paul ""Doc"" Miller",2862
Avoyelles,State Senate,28th Senatorial District,D,Eric LaFleur,7321
Avoyelles,State Senate,28th Senatorial District,R,"Paul ""Doc"" Miller",3417
Evangeline,State Senate,28th Senatorial District,D,Eric LaFleur,6021
Evangeline,State Senate,28th Senatorial District,R,"Paul ""Doc"" Miller",4643
St. Landry,State Senate,28th Senatorial District,D,Eric LaFleur,1627
St. Landry,State Senate,28th Senatorial District,R,"Paul ""Doc"" Miller",1830
Bienville,State Senate,29th Senatorial District,D,"""Rick"" Gallot",1419
Bienville,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",402
Bienville,State Senate,29th Senatorial District,D,Mary L. Wardsworth,199
Grant,State Senate,29th Senatorial District,D,"""Rick"" Gallot",616
Grant,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",982
Grant,State Senate,29th Senatorial District,D,Mary L. Wardsworth,247
Jackson,State Senate,29th Senatorial District,D,"""Rick"" Gallot",679
Jackson,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",444
Jackson,State Senate,29th Senatorial District,D,Mary L. Wardsworth,225
Lincoln,State Senate,29th Senatorial District,D,"""Rick"" Gallot",2056
Lincoln,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",345
Lincoln,State Senate,29th Senatorial District,D,Mary L. Wardsworth,212
Natchitoches,State Senate,29th Senatorial District,D,"""Rick"" Gallot",1126
Natchitoches,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",455
Natchitoches,State Senate,29th Senatorial District,D,Mary L. Wardsworth,731
Rapides,State Senate,29th Senatorial District,D,"""Rick"" Gallot",6099
Rapides,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",4284
Rapides,State Senate,29th Senatorial District,D,Mary L. Wardsworth,3301
Winn,State Senate,29th Senatorial District,D,"""Rick"" Gallot",997
Winn,State Senate,29th Senatorial District,R,"Tony ""Bo"" Vets",667
Winn,State Senate,29th Senatorial District,D,Mary L. Wardsworth,356
Beauregard,State Senate,30th Senatorial District,R,James David Cain,2970
Beauregard,State Senate,30th Senatorial District,D,"""Terry"" Fowler",2189
Beauregard,State Senate,30th Senatorial District,R,John Smith,3294
Calcasieu,State Senate,30th Senatorial District,R,James David Cain,1315
Calcasieu,State Senate,30th Senatorial District,D,"""Terry"" Fowler",1501
Calcasieu,State Senate,30th Senatorial District,R,John Smith,1576
Vernon,State Senate,30th Senatorial District,R,James David Cain,2343
Vernon,State Senate,30th Senatorial District,D,"""Terry"" Fowler",1806
Vernon,State Senate,30th Senatorial District,R,John Smith,5346
Grant,State Senate,35th Senatorial District,R,"""Jeff"" Guerriero",1836
Grant,State Senate,35th Senatorial District,R,"Robert W. ""Bob"" Kostelka",1430
Jackson,State Senate,35th Senatorial District,R,"""Jeff"" Guerriero",1286
Jackson,State Senate,35th Senatorial District,R,"Robert W. ""Bob"" Kostelka",1471
Lincoln,State Senate,35th Senatorial District,R,"""Jeff"" Guerriero",1938
Lincoln,State Senate,35th Senatorial District,R,"Robert W. ""Bob"" Kostelka",3000
Ouachita,State Senate,35th Senatorial District,R,"""Jeff"" Guerriero",6013
Ouachita,State Senate,35th Senatorial District,R,"Robert W. ""Bob"" Kostelka",6887
Rapides,State Senate,35th Senatorial District,R,"""Jeff"" Guerriero",1857
Rapides,State Senate,35th Senatorial District,R,"Robert W. ""Bob"" Kostelka",1409
Winn,State Senate,35th Senatorial District,R,"""Jeff"" Guerriero",564
Winn,State Senate,35th Senatorial District,R,"Robert W. ""Bob"" Kostelka",447
Bossier,State Senate,37th Senatorial District,R,Barrow Peacock,3822
Bossier,State Senate,37th Senatorial District,R,Jane Smith,4254
Caddo,State Senate,37th Senatorial District,R,Barrow Peacock,6509
Caddo,State Senate,37th Senatorial District,R,Jane Smith,4041
Caddo,State Senate,38th Senatorial District,R,Sherri Smith Cheek,7267
Caddo,State Senate,38th Senatorial District,R,Troy Terrell,5817
De Soto,State Senate,38th Senatorial District,R,Sherri Smith Cheek,3303
De Soto,State Senate,38th Senatorial District,R,Troy Terrell,2095
Caddo,State Senate,39th Senatorial District,D,Lydia P. Jackson,9393
Caddo,State Senate,39th Senatorial District,R,"""Jim"" Slagle",3259
Caddo,State Senate,39th Senatorial District,D,Gregory Tarver,9015
Caddo,State House,3rd Representative District,R,Anna Marie Arpino,408
Caddo,State House,3rd Representative District,D,"Ernest Baylor, Jr.",1548
Caddo,State House,3rd Representative District,D,Lynn D. Cawthorne,1850
Caddo,State House,3rd Representative District,D,Barbara Norton,3078
Caddo,State House,5th Representative District,R,Cynthia Norton Robertson,1578
Caddo,State House,5th Representative District,R,Alan Seabaugh,6031
Caddo,State House,7th Representative District,R,"Richard ""Richie"" Burford",3214
Caddo,State House,7th Representative District,D,"Cynthia ""Cindy"" Stephens Williams",1490
De Soto,State House,7th Representative District,R,"Richard ""Richie"" Burford",2706
De Soto,State House,7th Representative District,D,"Cynthia ""Cindy"" Stephens Williams",1131
Sabine,State House,7th Representative District,R,"Richard ""Richie"" Burford",732
Sabine,State House,7th Representative District,D,"Cynthia ""Cindy"" Stephens Williams",380
Bossier,State House,8th Representative District,R,"""Duke"" Lowrie",3803
Bossier,State House,8th Representative District,R,"""Jeff"" Thompson",4991
Bossier,State House,10th Representative District,R,Ronnie Broughton,63
Bossier,State House,10th Representative District,R,Jerri Ray de Pingre',199
Bossier,State House,10th Representative District,R,Gerald Holland,75
Bossier,State House,10th Representative District,D,"""Gene"" Reynolds",104
Webster,State House,10th Representative District,R,Ronnie Broughton,1142
Webster,State House,10th Representative District,R,Jerri Ray de Pingre',2299
Webster,State House,10th Representative District,R,Gerald Holland,2056
Webster,State House,10th Representative District,D,"""Gene"" Reynolds",3621
Bienville,State House,11th Representative District,D,Rory L. Bedford,231
Bienville,State House,11th Representative District,D,Patrick O. Jefferson,911
Claiborne,State House,11th Representative District,D,Rory L. Bedford,1597
Claiborne,State House,11th Representative District,D,Patrick O. Jefferson,2323
Lincoln,State House,11th Representative District,D,Rory L. Bedford,1213
Lincoln,State House,11th Representative District,D,Patrick O. Jefferson,1765
Lincoln,State House,12th Representative District,R,Jason Bullock,2344
Lincoln,State House,12th Representative District,R,"Jacob ""Jake"" Halley",175
Lincoln,State House,12th Representative District,R,"""Rob"" Shadoin",3177
Union,State House,12th Representative District,R,Jason Bullock,3066
Union,State House,12th Representative District,R,"Jacob ""Jake"" Halley",1723
Union,State House,12th Representative District,R,"""Rob"" Shadoin",1469
Morehouse,State House,14th Representative District,R,Michael Echols,194
Morehouse,State House,14th Representative District,R,"""Sam"" Little",1002
Morehouse,State House,14th Representative District,R,"""Jay"" Morris",156
Ouachita,State House,14th Representative District,R,Michael Echols,2277
Ouachita,State House,14th Representative District,R,"""Sam"" Little",3382
Ouachita,State House,14th Representative District,R,"""Jay"" Morris",4922
Ouachita,State House,15th Representative District,R,Frank Hoffmann,8953
Ouachita,State House,15th Representative District,D,Wayne Trichel,2102
Morehouse,State House,16th Representative District,D,Katrina Jackson,1055
Morehouse,State House,16th Representative District,R,Samuel M. Jackson,652
Morehouse,State House,16th Representative District,N,James M. Murphy,242
Morehouse,State House,16th Representative District,D,Ronnie Traylor,338
Ouachita,State House,16th Representative District,D,Katrina Jackson,2228
Ouachita,State House,16th Representative District,R,Samuel M. Jackson,998
Ouachita,State House,16th Representative District,N,James M. Murphy,240
Ouachita,State House,16th Representative District,D,Ronnie Traylor,683
Ouachita,State House,17th Representative District,D,Billye Burns,2290
Ouachita,State House,17th Representative District,D,Otis L. Chisley,740
Ouachita,State House,17th Representative District,D,Marcus Hunter,1909
Ouachita,State House,17th Representative District,D,Brenda Shelling,1253
Caldwell,State House,20th Representative District,R,Steven E. Pylant,1903
Caldwell,State House,20th Representative District,D,"""Cleve"" Womack",1800
Catahoula,State House,20th Representative District,R,Steven E. Pylant,1124
Catahoula,State House,20th Representative District,D,"""Cleve"" Womack",2024
Franklin,State House,20th Representative District,R,Steven E. Pylant,5068
Franklin,State House,20th Representative District,D,"""Cleve"" Womack",2078
Lasalle,State House,20th Representative District,R,Steven E. Pylant,949
Lasalle,State House,20th Representative District,D,"""Cleve"" Womack",1104
Tensas,State House,20th Representative District,R,Steven E. Pylant,75
Tensas,State House,20th Representative District,D,"""Cleve"" Womack",60
Catahoula,State House,21st Representative District,D,"""Andy"" Anders",243
Catahoula,State House,21st Representative District,D,"Justin ""Preacher"" Conner",333
Concordia,State House,21st Representative District,D,"""Andy"" Anders",5171
Concordia,State House,21st Representative District,D,"Justin ""Preacher"" Conner",1316
East Carroll,State House,21st Representative District,D,"""Andy"" Anders",1246
East Carroll,State House,21st Representative District,D,"Justin ""Preacher"" Conner",922
Madison,State House,21st Representative District,D,"""Andy"" Anders",1015
Madison,State House,21st Representative District,D,"Justin ""Preacher"" Conner",836
Tensas,State House,21st Representative District,D,"""Andy"" Anders",1542
Tensas,State House,21st Representative District,D,"Justin ""Preacher"" Conner",653
Grant,State House,22nd Representative District,N,Terry Brown,2562
Grant,State House,22nd Representative District,R,Billy R. Chandler,2788
Grant,State House,22nd Representative District,R,"""Tim"" Murphy",1018
Lasalle,State House,22nd Representative District,N,Terry Brown,829
Lasalle,State House,22nd Representative District,R,Billy R. Chandler,1466
Lasalle,State House,22nd Representative District,R,"""Tim"" Murphy",964
Natchitoches,State House,22nd Representative District,N,Terry Brown,399
Natchitoches,State House,22nd Representative District,R,Billy R. Chandler,575
Natchitoches,State House,22nd Representative District,R,"""Tim"" Murphy",877
Red River,State House,22nd Representative District,N,Terry Brown,863
Red River,State House,22nd Representative District,R,Billy R. Chandler,937
Red River,State House,22nd Representative District,R,"""Tim"" Murphy",768
Winn,State House,22nd Representative District,N,Terry Brown,71
Winn,State House,22nd Representative District,R,Billy R. Chandler,24
Winn,State House,22nd Representative District,R,"""Tim"" Murphy",39
De Soto,State House,23rd Representative District,D,Kenny Cox,1905
De Soto,State House,23rd Representative District,R,"""Rick"" Nowlin",1038
De Soto,State House,23rd Representative District,D,Ralph Wilson,174
Natchitoches,State House,23rd Representative District,D,Kenny Cox,2599
Natchitoches,State House,23rd Representative District,R,"""Rick"" Nowlin",4366
Natchitoches,State House,23rd Representative District,D,Ralph Wilson,1522
Red River,State House,23rd Representative District,D,Kenny Cox,1002
Red River,State House,23rd Representative District,R,"""Rick"" Nowlin",258
Red River,State House,23rd Representative District,D,Ralph Wilson,109
Rapides,State House,25th Representative District,R,Barett Byrd,6088
Rapides,State House,25th Representative District,R,Lance Harris,7577
Rapides,State House,27th Representative District,R,"""Chris"" Hazel",8089
Rapides,State House,27th Representative District,R,Randy Wiggins,5220
Avoyelles,State House,28th Representative District,D,Robert Johnson,8037
Avoyelles,State House,28th Representative District,R,"Kirby ""Coach"" Roy III",4768
East Baton Rouge,State House,29th Representative District,D,Regina Ashford-Barrow,3988
East Baton Rouge,State House,29th Representative District,D,Edmond Jordan,833
West Baton Rouge,State House,29th Representative District,D,Regina Ashford-Barrow,1945
West Baton Rouge,State House,29th Representative District,D,Edmond Jordan,2512
Beauregard,State House,30th Representative District,D,James K. Armes III,1382
Beauregard,State House,30th Representative District,R,"""Jack"" Causey",566
Beauregard,State House,30th Representative District,R,Gregory Lord,811
Vernon,State House,30th Representative District,D,James K. Armes III,2492
Vernon,State House,30th Representative District,R,"""Jack"" Causey",672
Vernon,State House,30th Representative District,R,Gregory Lord,1184
Allen,State House,32nd Representative District,D,Dorothy Sue Hill,5881
Allen,State House,32nd Representative District,N,John Arthur Williams,1133
Beauregard,State House,32nd Representative District,D,Dorothy Sue Hill,2707
Beauregard,State House,32nd Representative District,N,John Arthur Williams,1130
Calcasieu,State House,32nd Representative District,D,Dorothy Sue Hill,669
Calcasieu,State House,32nd Representative District,N,John Arthur Williams,300
Calcasieu,State House,34th Representative District,D,"""A. B."" Franklin",5683
Calcasieu,State House,34th Representative District,D,"Paul ""PJ"" Geary",1594
Evangeline,State House,38th Representative District,R,Julie Disotell Harrington,1965
Evangeline,State House,38th Representative District,D,H. Bernard LeBas,5716
Evangeline,State House,38th Representative District,R,Peter Vidrine,1929
St. Landry,State House,38th Representative District,R,Julie Disotell Harrington,1822
St. Landry,State House,38th Representative District,D,H. Bernard LeBas,1207
St. Landry,State House,38th Representative District,R,Peter Vidrine,720
Lafayette,State House,39th Representative District,N,"James ""Jamie"" Arnaud",1758
Lafayette,State House,39th Representative District,R,"""Don"" Menard",3407
Lafayette,State House,39th Representative District,D,Stephen Ortego,2431
St. Landry,State House,39th Representative District,N,"James ""Jamie"" Arnaud",345
St. Landry,State House,39th Representative District,R,"""Don"" Menard",1148
St. Landry,State House,39th Representative District,D,Stephen Ortego,1159
St. Landry,State House,40th Representative District,D,Ledricka Johnson Thierry,8289
St. Landry,State House,40th Representative District,D,"Joseph ""Joe"" Pitre",2256
Acadia,State House,42nd Representative District,R,Anthony Emmons,3739
Acadia,State House,42nd Representative District,D,Jack Montoucet,6190
Lafayette,State House,42nd Representative District,R,Anthony Emmons,134
Lafayette,State House,42nd Representative District,D,Jack Montoucet,397
Lafayette,State House,44th Representative District,D,Rickey Hardy,2974
Lafayette,State House,44th Representative District,D,Roshell Jones,1196
Lafayette,State House,44th Representative District,D,Vincent J. Pierre,2823
Lafayette,State House,45th Representative District,L,W. David Chance,1918
Lafayette,State House,45th Representative District,R,Joel Robideaux,7133
Iberia,State House,49th Representative District,R,John Bering,420
Iberia,State House,49th Representative District,R,Simone B. Champagne,3329
Iberia,State House,49th Representative District,D,Larry Rader,1444
Vermilion,State House,49th Representative District,R,John Bering,536
Vermilion,State House,49th Representative District,R,Simone B. Champagne,3699
Vermilion,State House,49th Representative District,D,Larry Rader,691
Assumption,State House,51st Representative District,N,"Howard John Castay, Jr.",373
Assumption,State House,51st Representative District,R,"Joseph ""Joe"" Harrison",1238
Lafourche,State House,51st Representative District,N,"Howard John Castay, Jr.",91
Lafourche,State House,51st Representative District,R,"Joseph ""Joe"" Harrison",350
St. Mary,State House,51st Representative District,N,"Howard John Castay, Jr.",1000
St. Mary,State House,51st Representative District,R,"Joseph ""Joe"" Harrison",1653
Terrebonne,State House,51st Representative District,N,"Howard John Castay, Jr.",984
Terrebonne,State House,51st Representative District,R,"Joseph ""Joe"" Harrison",2985
Lafourche,State House,53rd Representative District,R,Theresa Ellender,40
Lafourche,State House,53rd Representative District,R,Billy J. Hebert,25
Lafourche,State House,53rd Representative District,R,Lenar Whitney,31
Terrebonne,State House,53rd Representative District,R,Theresa Ellender,2623
Terrebonne,State House,53rd Representative District,R,Billy J. Hebert,2883
Terrebonne,State House,53rd Representative District,R,Lenar Whitney,3721
Jefferson,State House,54th Representative District,D,"Jerry ""Truck"" Gisclair",339
Jefferson,State House,54th Representative District,N,Micah Hebert,79
Lafourche,State House,54th Representative District,D,"Jerry ""Truck"" Gisclair",5126
Lafourche,State House,54th Representative District,N,Micah Hebert,3780
Lafourche,State House,55th Representative District,R,"Bobby ""Beck"" Grabert",2286
Lafourche,State House,55th Representative District,N,"Jerome ""Dee"" Richard",8123
St. Charles,State House,56th Representative District,R,Emile Garlepied,1375
St. Charles,State House,56th Representative District,R,Gregory A. Miller,6017
St. Charles,State House,56th Representative District,D,"G. ""Ram"" Ramachandran",4876
St. John The Baptist,State House,56th Representative District,R,Emile Garlepied,103
St. John The Baptist,State House,56th Representative District,R,Gregory A. Miller,515
St. John The Baptist,State House,56th Representative District,D,"G. ""Ram"" Ramachandran",287
St. Charles,State House,57th Representative District,D,Shane M. Bailey,611
St. Charles,State House,57th Representative District,D,"Olangee ""OJ"" Breech",166
St. Charles,State House,57th Representative District,D,"Albert ""Ali"" Burl III",187
St. Charles,State House,57th Representative District,D,Randal L. Gaines,1011
St. Charles,State House,57th Representative District,N,"""Russ"" Wise",447
St. John The Baptist,State House,57th Representative District,D,Shane M. Bailey,1030
St. John The Baptist,State House,57th Representative District,D,"Olangee ""OJ"" Breech",396
St. John The Baptist,State House,57th Representative District,D,"Albert ""Ali"" Burl III",1457
St. John The Baptist,State House,57th Representative District,D,Randal L. Gaines,4452
St. John The Baptist,State House,57th Representative District,N,"""Russ"" Wise",3321
Ascension,State House,58th Representative District,D,"Dwayne ""Gully"" Bailey",1627
Ascension,State House,58th Representative District,D,"Heurlin ""Chris"" Delpit",227
Ascension,State House,58th Representative District,D,Gail Holland,668
Ascension,State House,58th Representative District,D,"""Ed"" Price",2352
Iberville,State House,58th Representative District,D,"Dwayne ""Gully"" Bailey",240
Iberville,State House,58th Representative District,D,"Heurlin ""Chris"" Delpit",269
Iberville,State House,58th Representative District,D,Gail Holland,380
Iberville,State House,58th Representative District,D,"""Ed"" Price",398
St. James,State House,58th Representative District,D,"Dwayne ""Gully"" Bailey",1696
St. James,State House,58th Representative District,D,"Heurlin ""Chris"" Delpit",496
St. James,State House,58th Representative District,D,Gail Holland,877
St. James,State House,58th Representative District,D,"""Ed"" Price",2705
Assumption,State House,60th Representative District,R,Jason A. Morris,706
Assumption,State House,60th Representative District,D,Karen St. Germain,5615
Iberville,State House,60th Representative District,R,Jason A. Morris,1687
Iberville,State House,60th Representative District,D,Karen St. Germain,9168
East Baton Rouge,State House,61st Representative District,D,Donna Collins-Lewis,1818
East Baton Rouge,State House,61st Representative District,D,C. Denise Marcelle,2780
East Baton Rouge,State House,61st Representative District,D,Alfred C. Williams,2171
East Baton Rouge,State House,62nd Representative District,R,"""Bob"" Arnold",890
East Baton Rouge,State House,62nd Representative District,D,"""Ken"" Dawson",908
East Baton Rouge,State House,62nd Representative District,R,"""Rob"" Farmer",450
