parish,office,district,party,candidate,votes
Bienville,U.S. Senate,,R,"""Tony"" Perkins",283
Bienville,U.S. Senate,,O,Gary D. Robbins,17
Bienville,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",8
Bienville,U.S. Senate,,R,Suzanne Haik Terrell,1086
Bossier,U.S. Senate,,D,Raymond Brown,384
Bossier,U.S. Senate,,R,John Cooksey,4580
Bossier,U.S. Senate,,D,Mary Landrieu,10871
Bossier,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",227
Bossier,U.S. Senate,,O,James Lemann,61
Bossier,U.S. Senate,,R,"""Tony"" Perkins",2307
Bossier,U.S. Senate,,O,Gary D. Robbins,41
Bossier,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",18
Bossier,U.S. Senate,,R,Suzanne Haik Terrell,8504
Caddo,U.S. Senate,,D,Raymond Brown,1900
Caddo,U.S. Senate,,R,John Cooksey,8830
Caddo,U.S. Senate,,D,Mary Landrieu,36767
Caddo,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",253
Caddo,U.S. Senate,,O,James Lemann,83
Caddo,U.S. Senate,,R,"""Tony"" Perkins",4255
Caddo,U.S. Senate,,O,Gary D. Robbins,79
Caddo,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",82
Caddo,U.S. Senate,,R,Suzanne Haik Terrell,18045
Calcasieu,U.S. Senate,,D,Raymond Brown,1665
Calcasieu,U.S. Senate,,R,John Cooksey,4635
Calcasieu,U.S. Senate,,D,Mary Landrieu,24073
Calcasieu,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",251
Calcasieu,U.S. Senate,,O,James Lemann,82
Calcasieu,U.S. Senate,,R,"""Tony"" Perkins",8917
Calcasieu,U.S. Senate,,O,Gary D. Robbins,107
Calcasieu,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",70
Calcasieu,U.S. Senate,,R,Suzanne Haik Terrell,13126
Caldwell,U.S. Senate,,D,Raymond Brown,60
Caldwell,U.S. Senate,,R,John Cooksey,1922
Caldwell,U.S. Senate,,D,Mary Landrieu,1206
Caldwell,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",46
Caldwell,U.S. Senate,,O,James Lemann,34
Caldwell,U.S. Senate,,R,"""Tony"" Perkins",206
Caldwell,U.S. Senate,,O,Gary D. Robbins,5
Caldwell,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",2
Caldwell,U.S. Senate,,R,Suzanne Haik Terrell,595
Cameron,U.S. Senate,,D,Raymond Brown,146
Cameron,U.S. Senate,,R,John Cooksey,368
Cameron,U.S. Senate,,D,Mary Landrieu,1417
Cameron,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",50
Cameron,U.S. Senate,,O,James Lemann,21
Cameron,U.S. Senate,,R,"""Tony"" Perkins",367
Cameron,U.S. Senate,,O,Gary D. Robbins,11
Cameron,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",9
Cameron,U.S. Senate,,R,Suzanne Haik Terrell,792
Catahoula,U.S. Senate,,D,Raymond Brown,144
Catahoula,U.S. Senate,,R,John Cooksey,1772
Catahoula,U.S. Senate,,D,Mary Landrieu,1898
Catahoula,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",87
Catahoula,U.S. Senate,,O,James Lemann,54
Catahoula,U.S. Senate,,R,"""Tony"" Perkins",220
Catahoula,U.S. Senate,,O,Gary D. Robbins,34
Catahoula,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",10
Catahoula,U.S. Senate,,R,Suzanne Haik Terrell,505
Claiborne,U.S. Senate,,D,Raymond Brown,71
Claiborne,U.S. Senate,,R,John Cooksey,863
Claiborne,U.S. Senate,,D,Mary Landrieu,1945
Claiborne,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",81
Claiborne,U.S. Senate,,O,James Lemann,21
Claiborne,U.S. Senate,,R,"""Tony"" Perkins",262
Claiborne,U.S. Senate,,O,Gary D. Robbins,13
Claiborne,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",3
Claiborne,U.S. Senate,,R,Suzanne Haik Terrell,968
Concordia,U.S. Senate,,D,Raymond Brown,234
Concordia,U.S. Senate,,R,John Cooksey,2624
Concordia,U.S. Senate,,D,Mary Landrieu,2795
Concordia,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",97
Concordia,U.S. Senate,,O,James Lemann,44
Concordia,U.S. Senate,,R,"""Tony"" Perkins",332
Concordia,U.S. Senate,,O,Gary D. Robbins,17
Concordia,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",14
Concordia,U.S. Senate,,R,Suzanne Haik Terrell,687
De Soto,U.S. Senate,,D,Raymond Brown,154
De Soto,U.S. Senate,,R,John Cooksey,971
De Soto,U.S. Senate,,D,Mary Landrieu,3642
De Soto,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",105
De Soto,U.S. Senate,,O,James Lemann,16
De Soto,U.S. Senate,,R,"""Tony"" Perkins",415
De Soto,U.S. Senate,,O,Gary D. Robbins,17
De Soto,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",13
De Soto,U.S. Senate,,R,Suzanne Haik Terrell,1747
East Baton Rouge,U.S. Senate,,D,Raymond Brown,1863
East Baton Rouge,U.S. Senate,,R,John Cooksey,8606
East Baton Rouge,U.S. Senate,,D,Mary Landrieu,55609
East Baton Rouge,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",298
East Baton Rouge,U.S. Senate,,O,James Lemann,105
East Baton Rouge,U.S. Senate,,R,"""Tony"" Perkins",21186
East Baton Rouge,U.S. Senate,,O,Gary D. Robbins,117
East Baton Rouge,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",86
East Baton Rouge,U.S. Senate,,R,Suzanne Haik Terrell,34421
East Carroll,U.S. Senate,,D,Raymond Brown,115
East Carroll,U.S. Senate,,R,John Cooksey,659
East Carroll,U.S. Senate,,D,Mary Landrieu,1250
East Carroll,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",53
East Carroll,U.S. Senate,,O,James Lemann,30
East Carroll,U.S. Senate,,R,"""Tony"" Perkins",109
East Carroll,U.S. Senate,,O,Gary D. Robbins,19
East Carroll,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",9
East Carroll,U.S. Senate,,R,Suzanne Haik Terrell,281
East Feliciana,U.S. Senate,,D,Raymond Brown,165
East Feliciana,U.S. Senate,,R,John Cooksey,517
East Feliciana,U.S. Senate,,D,Mary Landrieu,3605
East Feliciana,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",36
East Feliciana,U.S. Senate,,O,James Lemann,9
East Feliciana,U.S. Senate,,R,"""Tony"" Perkins",1333
East Feliciana,U.S. Senate,,O,Gary D. Robbins,11
East Feliciana,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",12
East Feliciana,U.S. Senate,,R,Suzanne Haik Terrell,1552
Evangeline,U.S. Senate,,D,Raymond Brown,264
Evangeline,U.S. Senate,,R,John Cooksey,2242
Evangeline,U.S. Senate,,D,Mary Landrieu,3971
Evangeline,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",185
Evangeline,U.S. Senate,,O,James Lemann,97
Evangeline,U.S. Senate,,R,"""Tony"" Perkins",728
Evangeline,U.S. Senate,,O,Gary D. Robbins,43
Evangeline,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",19
Evangeline,U.S. Senate,,R,Suzanne Haik Terrell,2144
Franklin,U.S. Senate,,D,Raymond Brown,120
Franklin,U.S. Senate,,R,John Cooksey,2211
Franklin,U.S. Senate,,D,Mary Landrieu,2134
Franklin,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",69
Franklin,U.S. Senate,,O,James Lemann,59
Franklin,U.S. Senate,,R,"""Tony"" Perkins",427
Franklin,U.S. Senate,,O,Gary D. Robbins,22
Franklin,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",6
Franklin,U.S. Senate,,R,Suzanne Haik Terrell,1246
Grant,U.S. Senate,,D,Raymond Brown,117
Grant,U.S. Senate,,R,John Cooksey,1901
Grant,U.S. Senate,,D,Mary Landrieu,1537
Grant,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",82
Grant,U.S. Senate,,O,James Lemann,35
Grant,U.S. Senate,,R,"""Tony"" Perkins",488
Grant,U.S. Senate,,O,Gary D. Robbins,19
Grant,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",5
Grant,U.S. Senate,,R,Suzanne Haik Terrell,774
Iberia,U.S. Senate,,D,Raymond Brown,413
Iberia,U.S. Senate,,R,John Cooksey,2412
Iberia,U.S. Senate,,D,Mary Landrieu,6528
Iberia,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",297
Iberia,U.S. Senate,,O,James Lemann,86
Iberia,U.S. Senate,,R,"""Tony"" Perkins",2269
Iberia,U.S. Senate,,O,Gary D. Robbins,66
Iberia,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",23
Iberia,U.S. Senate,,R,Suzanne Haik Terrell,5750
Iberville,U.S. Senate,,D,Raymond Brown,379
Iberville,U.S. Senate,,R,John Cooksey,675
Iberville,U.S. Senate,,D,Mary Landrieu,6676
Iberville,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",248
Iberville,U.S. Senate,,O,James Lemann,67
Iberville,U.S. Senate,,R,"""Tony"" Perkins",1103
Iberville,U.S. Senate,,O,Gary D. Robbins,71
Iberville,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",32
Iberville,U.S. Senate,,R,Suzanne Haik Terrell,2462
Jackson,U.S. Senate,,D,Raymond Brown,126
Jackson,U.S. Senate,,R,John Cooksey,1823
Jackson,U.S. Senate,,D,Mary Landrieu,2275
Jackson,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",93
Jackson,U.S. Senate,,O,James Lemann,50
Jackson,U.S. Senate,,R,"""Tony"" Perkins",357
Jackson,U.S. Senate,,O,Gary D. Robbins,24
Jackson,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",7
Jackson,U.S. Senate,,R,Suzanne Haik Terrell,1095
Jefferson,U.S. Senate,,D,Raymond Brown,1092
Jefferson,U.S. Senate,,R,John Cooksey,11647
Jefferson,U.S. Senate,,D,Mary Landrieu,48207
Jefferson,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",396
Jefferson,U.S. Senate,,O,James Lemann,118
Jefferson,U.S. Senate,,R,"""Tony"" Perkins",7199
Jefferson,U.S. Senate,,O,Gary D. Robbins,129
Jefferson,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",120
Jefferson,U.S. Senate,,R,Suzanne Haik Terrell,47291
Jefferson Davis,U.S. Senate,,D,Raymond Brown,228
Jefferson Davis,U.S. Senate,,R,John Cooksey,1070
Jefferson Davis,U.S. Senate,,D,Mary Landrieu,3397
Jefferson Davis,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",105
Jefferson Davis,U.S. Senate,,O,James Lemann,45
Jefferson Davis,U.S. Senate,,R,"""Tony"" Perkins",1174
Jefferson Davis,U.S. Senate,,O,Gary D. Robbins,21
Jefferson Davis,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",10
Jefferson Davis,U.S. Senate,,R,Suzanne Haik Terrell,2118
Lafayette,U.S. Senate,,D,Raymond Brown,814
Lafayette,U.S. Senate,,R,John Cooksey,8525
Lafayette,U.S. Senate,,D,Mary Landrieu,19945
Lafayette,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",397
Lafayette,U.S. Senate,,O,James Lemann,218
Lafayette,U.S. Senate,,R,"""Tony"" Perkins",7596
Lafayette,U.S. Senate,,O,Gary D. Robbins,109
Lafayette,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",65
Lafayette,U.S. Senate,,R,Suzanne Haik Terrell,17297
Lafourche,U.S. Senate,,D,Raymond Brown,405
Lafourche,U.S. Senate,,R,John Cooksey,1957
Lafourche,U.S. Senate,,D,Mary Landrieu,11621
Lafourche,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",283
Lafourche,U.S. Senate,,O,James Lemann,126
Lafourche,U.S. Senate,,R,"""Tony"" Perkins",1992
Lafourche,U.S. Senate,,O,Gary D. Robbins,57
Lafourche,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",29
Lafourche,U.S. Senate,,R,Suzanne Haik Terrell,7400
Lasalle,U.S. Senate,,D,Raymond Brown,63
Lasalle,U.S. Senate,,R,John Cooksey,2906
Lasalle,U.S. Senate,,D,Mary Landrieu,993
Lasalle,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",57
Lasalle,U.S. Senate,,O,James Lemann,49
Lasalle,U.S. Senate,,R,"""Tony"" Perkins",164
Lasalle,U.S. Senate,,O,Gary D. Robbins,24
Lasalle,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",2
Lasalle,U.S. Senate,,R,Suzanne Haik Terrell,459
Lincoln,U.S. Senate,,D,Raymond Brown,173
Lincoln,U.S. Senate,,R,John Cooksey,3569
Lincoln,U.S. Senate,,D,Mary Landrieu,4786
Lincoln,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",121
Lincoln,U.S. Senate,,O,James Lemann,42
Lincoln,U.S. Senate,,R,"""Tony"" Perkins",986
Lincoln,U.S. Senate,,O,Gary D. Robbins,21
Lincoln,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",10
Lincoln,U.S. Senate,,R,Suzanne Haik Terrell,2373
Livingston,U.S. Senate,,D,Raymond Brown,467
Livingston,U.S. Senate,,R,John Cooksey,2564
Livingston,U.S. Senate,,D,Mary Landrieu,8801
Livingston,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",237
Livingston,U.S. Senate,,O,James Lemann,78
Livingston,U.S. Senate,,R,"""Tony"" Perkins",6775
Livingston,U.S. Senate,,O,Gary D. Robbins,44
Livingston,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",24
Livingston,U.S. Senate,,R,Suzanne Haik Terrell,8591
Madison,U.S. Senate,,D,Raymond Brown,132
Madison,U.S. Senate,,R,John Cooksey,969
Madison,U.S. Senate,,D,Mary Landrieu,1511
Madison,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",72
Madison,U.S. Senate,,O,James Lemann,31
Madison,U.S. Senate,,R,"""Tony"" Perkins",188
Madison,U.S. Senate,,O,Gary D. Robbins,9
Madison,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",5
Madison,U.S. Senate,,R,Suzanne Haik Terrell,547
Morehouse,U.S. Senate,,D,Raymond Brown,150
Morehouse,U.S. Senate,,R,John Cooksey,3040
Morehouse,U.S. Senate,,D,Mary Landrieu,3251
Morehouse,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",106
Morehouse,U.S. Senate,,O,James Lemann,74
Morehouse,U.S. Senate,,R,"""Tony"" Perkins",543
Morehouse,U.S. Senate,,O,Gary D. Robbins,37
Morehouse,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",8
Morehouse,U.S. Senate,,R,Suzanne Haik Terrell,1369
Natchitoches,U.S. Senate,,D,Raymond Brown,222
Natchitoches,U.S. Senate,,R,John Cooksey,1784
Natchitoches,U.S. Senate,,D,Mary Landrieu,4945
Natchitoches,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",146
Natchitoches,U.S. Senate,,O,James Lemann,55
Natchitoches,U.S. Senate,,R,"""Tony"" Perkins",931
Natchitoches,U.S. Senate,,O,Gary D. Robbins,21
Natchitoches,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",10
Natchitoches,U.S. Senate,,R,Suzanne Haik Terrell,2145
Orleans,U.S. Senate,,D,Raymond Brown,2468
Orleans,U.S. Senate,,R,John Cooksey,4469
Orleans,U.S. Senate,,D,Mary Landrieu,94811
Orleans,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",480
Orleans,U.S. Senate,,O,James Lemann,218
Orleans,U.S. Senate,,R,"""Tony"" Perkins",2455
Orleans,U.S. Senate,,O,Gary D. Robbins,166
Orleans,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",138
Orleans,U.S. Senate,,R,Suzanne Haik Terrell,21170
Ouachita,U.S. Senate,,D,Raymond Brown,396
Ouachita,U.S. Senate,,R,John Cooksey,15745
Ouachita,U.S. Senate,,D,Mary Landrieu,14139
Ouachita,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",334
Ouachita,U.S. Senate,,O,James Lemann,174
Ouachita,U.S. Senate,,R,"""Tony"" Perkins",3236
Ouachita,U.S. Senate,,O,Gary D. Robbins,57
Ouachita,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",23
Ouachita,U.S. Senate,,R,Suzanne Haik Terrell,7784
Plaquemines,U.S. Senate,,D,Raymond Brown,224
Plaquemines,U.S. Senate,,R,John Cooksey,581
Plaquemines,U.S. Senate,,D,Mary Landrieu,4711
Plaquemines,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",79
Plaquemines,U.S. Senate,,O,James Lemann,21
Plaquemines,U.S. Senate,,R,"""Tony"" Perkins",423
Plaquemines,U.S. Senate,,O,Gary D. Robbins,18
Plaquemines,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",38
Plaquemines,U.S. Senate,,R,Suzanne Haik Terrell,3466
Pointe Coupee,U.S. Senate,,D,Raymond Brown,138
Pointe Coupee,U.S. Senate,,R,John Cooksey,625
Pointe Coupee,U.S. Senate,,D,Mary Landrieu,4099
Pointe Coupee,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",222
Pointe Coupee,U.S. Senate,,O,James Lemann,33
Pointe Coupee,U.S. Senate,,R,"""Tony"" Perkins",912
Pointe Coupee,U.S. Senate,,O,Gary D. Robbins,29
Pointe Coupee,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",7
Pointe Coupee,U.S. Senate,,R,Suzanne Haik Terrell,1660
Rapides,U.S. Senate,,D,Raymond Brown,641
Rapides,U.S. Senate,,R,John Cooksey,12295
Rapides,U.S. Senate,,D,Mary Landrieu,14667
Rapides,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",515
Rapides,U.S. Senate,,O,James Lemann,205
Rapides,U.S. Senate,,R,"""Tony"" Perkins",3105
Rapides,U.S. Senate,,O,Gary D. Robbins,112
Rapides,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",37
Rapides,U.S. Senate,,R,Suzanne Haik Terrell,5997
Red River,U.S. Senate,,D,Raymond Brown,114
Red River,U.S. Senate,,R,John Cooksey,387
Red River,U.S. Senate,,D,Mary Landrieu,1926
Red River,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",105
Red River,U.S. Senate,,O,James Lemann,28
Red River,U.S. Senate,,R,"""Tony"" Perkins",231
Red River,U.S. Senate,,O,Gary D. Robbins,21
Red River,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",14
Red River,U.S. Senate,,R,Suzanne Haik Terrell,749
Richland,U.S. Senate,,D,Raymond Brown,114
Richland,U.S. Senate,,R,John Cooksey,2081
Richland,U.S. Senate,,D,Mary Landrieu,2315
Richland,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",90
Richland,U.S. Senate,,O,James Lemann,34
Richland,U.S. Senate,,R,"""Tony"" Perkins",385
Richland,U.S. Senate,,O,Gary D. Robbins,18
Richland,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",5
Richland,U.S. Senate,,R,Suzanne Haik Terrell,1380
Sabine,U.S. Senate,,D,Raymond Brown,201
Sabine,U.S. Senate,,R,John Cooksey,1641
Sabine,U.S. Senate,,D,Mary Landrieu,1983
Sabine,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",83
Sabine,U.S. Senate,,O,James Lemann,42
Sabine,U.S. Senate,,R,"""Tony"" Perkins",526
Sabine,U.S. Senate,,O,Gary D. Robbins,19
Sabine,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",15
Sabine,U.S. Senate,,R,Suzanne Haik Terrell,1061
St. Bernard,U.S. Senate,,D,Raymond Brown,210
St. Bernard,U.S. Senate,,R,John Cooksey,1285
St. Bernard,U.S. Senate,,D,Mary Landrieu,7792
St. Bernard,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",105
St. Bernard,U.S. Senate,,O,James Lemann,33
St. Bernard,U.S. Senate,,R,"""Tony"" Perkins",913
St. Bernard,U.S. Senate,,O,Gary D. Robbins,22
St. Bernard,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",16
St. Bernard,U.S. Senate,,R,Suzanne Haik Terrell,7430
St. Charles,U.S. Senate,,D,Raymond Brown,208
St. Charles,U.S. Senate,,R,John Cooksey,1505
St. Charles,U.S. Senate,,D,Mary Landrieu,6034
St. Charles,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",168
St. Charles,U.S. Senate,,O,James Lemann,42
St. Charles,U.S. Senate,,R,"""Tony"" Perkins",823
St. Charles,U.S. Senate,,O,Gary D. Robbins,31
St. Charles,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",19
St. Charles,U.S. Senate,,R,Suzanne Haik Terrell,5187
St. Helena,U.S. Senate,,D,Raymond Brown,118
St. Helena,U.S. Senate,,R,John Cooksey,384
St. Helena,U.S. Senate,,D,Mary Landrieu,2228
St. Helena,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",141
St. Helena,U.S. Senate,,O,James Lemann,23
St. Helena,U.S. Senate,,R,"""Tony"" Perkins",423
St. Helena,U.S. Senate,,O,Gary D. Robbins,25
St. Helena,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",13
St. Helena,U.S. Senate,,R,Suzanne Haik Terrell,683
St. James,U.S. Senate,,D,Raymond Brown,227
St. James,U.S. Senate,,R,John Cooksey,461
St. James,U.S. Senate,,D,Mary Landrieu,5035
St. James,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",174
St. James,U.S. Senate,,O,James Lemann,27
St. James,U.S. Senate,,R,"""Tony"" Perkins",563
St. James,U.S. Senate,,O,Gary D. Robbins,31
St. James,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",12
St. James,U.S. Senate,,R,Suzanne Haik Terrell,1799
St. John The Baptist,U.S. Senate,,D,Raymond Brown,213
St. John The Baptist,U.S. Senate,,R,John Cooksey,607
St. John The Baptist,U.S. Senate,,D,Mary Landrieu,5892
St. John The Baptist,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",324
St. John The Baptist,U.S. Senate,,O,James Lemann,57
St. John The Baptist,U.S. Senate,,R,"""Tony"" Perkins",1095
St. John The Baptist,U.S. Senate,,O,Gary D. Robbins,34
St. John The Baptist,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",12
St. John The Baptist,U.S. Senate,,R,Suzanne Haik Terrell,3063
St. Landry,U.S. Senate,,D,Raymond Brown,735
St. Landry,U.S. Senate,,R,John Cooksey,2600
St. Landry,U.S. Senate,,D,Mary Landrieu,12622
St. Landry,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",123
St. Landry,U.S. Senate,,O,James Lemann,67
St. Landry,U.S. Senate,,R,"""Tony"" Perkins",1525
St. Landry,U.S. Senate,,O,Gary D. Robbins,49
St. Landry,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",49
St. Landry,U.S. Senate,,R,Suzanne Haik Terrell,6392
St. Martin,U.S. Senate,,D,Raymond Brown,340
St. Martin,U.S. Senate,,R,John Cooksey,1764
St. Martin,U.S. Senate,,D,Mary Landrieu,6075
St. Martin,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",270
St. Martin,U.S. Senate,,O,James Lemann,79
St. Martin,U.S. Senate,,R,"""Tony"" Perkins",1560
St. Martin,U.S. Senate,,O,Gary D. Robbins,36
St. Martin,U.S. Senate,,R,"Ernest Edward Skillman, Jr.",27
St. Martin,U.S. Senate,,R,Suzanne Haik Terrell,3405
St. Mary,U.S. Senate,,D,Raymond Brown,372
St. Mary,U.S. Senate,,R,John Cooksey,1906
St. Mary,U.S. Senate,,D,Mary Landrieu,6430
St. Mary,U.S. Senate,,O,"Patrick E. ""Live Wire"" Landry",227
St. Mary,U.S. Senate,,O,James Lemann,60
St. Mary,U.S. Senate,,R,"""Tony"" Perkins",1407
St. Mary,U.S. Senate,,O,Gary D. Robbins,46
