parish,office,district,party,candidate,votes
East Baton Rouge,State House,61,D,Alfred C. Williams,2052
East Baton Rouge,State House,62nd Representative District,D,"""Ken"" Dawson",750
East Baton Rouge,State House,62nd Representative District,R,"""Kenny"" Havard",1187
East Feliciana,State House,62nd Representative District,D,"""Ken"" Dawson",2150
East Feliciana,State House,62nd Representative District,R,"""Kenny"" Havard",3517
West Feliciana,State House,62nd Representative District,D,"""Ken"" Dawson",1270
West Feliciana,State House,62nd Representative District,R,"""Kenny"" Havard",1922
Ascension,State House,81,D,Kevin Hull,146
Ascension,State House,81,R,Clay Schexnayder,713
Livingston,State House,81,D,Kevin Hull,1697
Livingston,State House,81,R,Clay Schexnayder,2936
St. James,State House,81,D,Kevin Hull,448
St. James,State House,81,R,Clay Schexnayder,1000
St. John The Baptist,State House,81,D,Kevin Hull,825
St. John The Baptist,State House,81,R,Clay Schexnayder,900
Tangipahoa,State House,86,R,"""Chris"" Broadwater",2800
Tangipahoa,State House,86,R,George Holton,2125
Iberia,State House,96,D,Terry Landry,1688
Iberia,State House,96,O,Eric Martin,1161
Lafayette,State House,96,D,Terry Landry,920
Lafayette,State House,96,O,Eric Martin,464
St. Martin,State House,96,D,Terry Landry,2033
St. Martin,State House,96,O,Eric Martin,2029
East Baton Rouge,State House,101,D,Tiffany Foxworth,1744
East Baton Rouge,State House,101,D,"Edward ""Ted"" James",2414
Orleans,State House,103,R,"""Ray"" Garofalo",154
Orleans,State House,103,D,Chad Lauga,161
Plaquemines,State House,103,R,"""Ray"" Garofalo",298
Plaquemines,State House,103,D,Chad Lauga,614
St. Bernard,State House,103,R,"""Ray"" Garofalo",6701
St. Bernard,State House,103,D,Chad Lauga,5487
Jefferson,State House,105,R,"Harold L. ""Rocky"" Asevedo",787
Jefferson,State House,105,R,"""Chris"" Leopold",347
Orleans,State House,105,R,"Harold L. ""Rocky"" Asevedo",460
Orleans,State House,105,R,"""Chris"" Leopold",237
Plaquemines,State House,105,R,"Harold L. ""Rocky"" Asevedo",2936
Plaquemines,State House,105,R,"""Chris"" Leopold",4202
